,KHDRBS1,P4HA3,CMC1,DCAF5,cg01182099,ADAT3,cg01343313,SFT2D3,cg01588961,CPNE7,ARFIP1,cg02508651,cg02562604,cg02798848,cg03318900,C5orf32,ACBD6,BATF,CASZ1,cg04177251,GPATCH1,ADGRF1,cg04249191,cg04261367,FLJ46321,SH3BGR,LINC01512,ASB10,SCOC,cg04801273,TBCD_a,DNER,cg05550145,cg05612205,HEPACAM,TNPO2,MS4A6A,cg06493072,cg06590074,cg06781656,cg07537095,cg07617198,ELF3,cg07920321,TCF7_a,GLUL,GLIS3,cg08379332,cg08452095,BRSK2,MIR3074,LSP1,SLX4IP,JAKMIP3,SLC30A7,EYA2,cg09407967,NXN,cg09837088,RGS10,ZBTB4,cg10309000,ANXA5,COL18A1,LOC101927267,cg10512122,TNFAIP3,VWF,TMEM200B,cg11610831,CALHM3,VSTM1,cg13007843,cg13122415,MRPL23-AS1,cg13483774,cg13699428,KIF9,CUX1,BIN3,DEF6,TMED10,JAK1,TCF7_b,cg15818005,DAGLA,ZNF354B,cg16228798,KIAA0232,PCBD2,cg16606353,IL11,SNORD74,TMCC1,TBCD_b,ELAVL3,SORT1,LGALS8,cg17742165,ANXA13,cg18198670,TBX4,FAM69A,FAM131A,IL31RA,CHD7,C21orf82,cg18940929,NPC1,XRCC4,KRT78,NEK1,LOC388780,SFSWAP,SMOC1,cg20677278,LRRK1,SGK1,cg21139227,cg21339801,cg21376799,MYOF,cg21494760,EXOC3,ZIC2,cg21818901,cg21820281,cg21931115,NUFIP2,TENM2,RAP2B,CFAP45,STARD7,cg23423086,SSB,KDELR3,C19orf81,TPST1,cg23893830,PVT1,CDKN2C,RNF14,TMCO6,CYP19A1,cg24340935,CXCR5,GDPD4,FRMD4A,PHLPP1,cg24686050,cg24954221,cg25375589,EP400,NME5,ELF1,FAM20C,TCF7_c,SKI,CALHM1,cg26417132,MNAT1,cg27037013,ETV6,cg27164813,ATXN2,MYB
AD038,-8.986895554,-3.169875457,1.027988039,5.565317699,8.357011997,4.162043832,-8.362273547,1.409321352,1.902112183,-2.173413165,0.43793631,-7.431044261,0.331703453,1.524204555,2.298126511,-4.706534985,1.340615821,2.486583702,4.034655693,-0.651060836,-5.229969669,8.188075509,0.342925362,0.848659646,2.63746452,0.431143193,2.399220495,0.375507354,1.407304511,3.098344733,1.380261338,6.000201433,0.996457718,1.995411913,3.10109068,0.679024249,3.260139971,3.394905506,3.019904032,0.752589778,-3.498058507,2.287112612,1.986518407,2.658997611,-3.207789979,4.152682255,-4.574857728,2.83971185,1.982015076,3.96696741,1.253648592,-0.262963743,-1.536946307,1.479378367,-2.087900795,-4.666533359,2.787786269,1.646491048,2.761834548,1.618163997,2.173334327,-1.563081342,1.614978139,-1.254151493,0.798445224,1.644788172,0.389445407,-0.194303122,-2.402201846,-3.266567397,3.305157294,0.997798799,-4.021316512,4.279238141,4.854704893,2.580924044,2.02753082,-3.515956826,-1.004539299,1.726363047,-2.670022716,3.094545359,-1.878569247,-2.420962549,3.602333729,4.376615617,3.744591537,1.682459734,2.567715369,1.902378854,2.800721824,6.986625251,0.564103713,-4.797469852,-1.330870312,-4.706896542,1.459518076,0.765235525,-0.29802713,5.629207531,0.128967388,1.194563739,-5.215596907,-1.635716301,2.653278111,3.273768103,0.426847459,4.804081052,-0.376819994,7.336042345,1.787723151,1.970435297,0.807975674,0.584221631,0.693271538,0.476370086,3.116467689,-4.644678038,1.229917634,2.801427936,1.631895014,-12.0541718,8.900682066,3.141821684,-3.726465807,6.673681614,3.783009997,2.962874304,2.64279536,2.81921845,2.30950085,1.780277158,-4.678631801,5.382793446,1.088444929,-0.388668231,-3.270820585,2.164280688,2.054908309,0.004922512,-5.869197622,-11.90019132,-4.431091893,1.817451343,-0.246074812,1.198775293,1.285350288,-0.324452741,3.764746753,1.681166353,0.089711001,2.723490777,4.358771663,0.179464229,0.991571774,0.118526324,-3.228525296,-1.070341518,0.135483173,1.593260813,0.438896065,0.463449513,-3.75790021,2.652361498,3.608925284,6.94505946
AD204,-9.07473838,-3.167492554,1.364225394,5.721130891,8.10479327,3.793589096,-8.209263861,2.42889291,2.295297795,-2.237983696,-0.370599403,-7.166075799,0.459897125,1.385784829,2.803436596,-5.085928864,1.825388899,2.207219532,5.87004701,-0.551738739,-5.360016308,9.55526283,-0.080110522,-0.167539825,2.120835059,0.191755584,2.205617887,0.321681152,1.817719164,2.688895521,0.926968718,5.908891256,1.23504738,2.414456104,3.224457856,0.742534738,4.27572934,3.519987358,2.839517721,0.970289936,-3.12815642,2.942502332,2.308237801,2.64893526,-3.337970649,3.624364301,-4.905251237,3.847039976,1.879607654,3.579164137,1.081432452,-0.388005003,-1.902128419,1.347029463,-2.559406682,-4.461210858,3.142745252,1.845284953,2.633429657,1.074531194,1.504836102,-1.533370352,1.97637682,-1.297734877,0.528789654,1.803287994,0.031129879,0.156051869,-2.106183245,-3.643422593,3.03784954,1.168299252,-4.248522735,4.573886589,4.85628136,2.543967906,1.791683828,-2.965389966,-0.522760277,1.389231215,-2.274495362,2.995662253,-1.775305614,-2.523305676,4.066006744,4.033777293,4.382738686,2.195747641,2.327071263,1.061966549,3.240591993,6.436604831,-0.066315276,-4.441289917,-1.745396255,-4.721476551,1.7407046,0.647129284,0.391666866,5.944075353,0.032825844,0.890278117,-5.466792847,-1.852628464,3.772947837,3.665514175,0.480914721,4.802569282,-0.518723123,7.963166988,1.813912974,2.052168202,0.935399189,0.618615001,0.818338541,0.611006546,3.004221258,-3.782602387,1.377713733,3.140177088,1.136371824,-12.11021306,9.799349451,3.429386588,-3.371433726,6.574919369,3.957677675,2.985458483,3.175846915,3.102369812,2.363224395,1.934705494,-3.778484914,5.824785111,1.069010246,-0.45316179,-2.68113191,2.785199972,2.692043066,-0.242565932,-5.906802856,-12.12100552,-4.245791137,1.709989404,0.0083555,1.252697194,2.017805411,0.435653893,4.160159614,1.599556062,0.143375192,3.146666606,3.592471861,0.234023574,2.25399893,0.526511978,-3.284921626,-1.250866006,0.229553911,1.724260774,1.400302633,0.066171878,-3.843519075,2.94609325,3.223323401,7.098528585
AD080,-8.434304111,-3.754369515,0.76181774,5.724304152,8.152450397,3.750855761,-7.791821908,1.313542597,1.676392858,-2.255299004,-0.567867874,-7.613551903,0.750932204,1.20833275,3.073939498,-5.037612659,1.233916448,2.40360152,4.571357167,-0.700880589,-5.472669322,8.047783548,-0.253003781,1.145465951,2.230589676,0.227953003,2.370721316,0.107741735,1.786937514,2.576781351,1.165112186,6.058913641,1.415260477,2.385112901,3.264588596,0.465238699,3.573055195,3.242308473,2.636772371,1.128296419,-4.049585022,2.35831163,1.777174989,2.739427292,-2.902952765,3.80798767,-6.254701201,3.336642657,2.288726093,3.619013825,1.284164865,-0.294779034,-1.43963893,1.477123031,-1.609591238,-4.529000416,2.592153087,1.5609414,2.880987576,1.497645971,2.885228753,-1.86251081,1.828818913,-1.282110226,0.87039095,1.633753143,-0.342251075,-0.007957153,-2.157855322,-3.76199137,3.226470396,0.864104831,-4.447125775,4.563905725,4.676432079,2.505327426,1.90340467,-3.131239854,-1.037089385,1.688081474,-2.387124421,3.287845913,-1.54945497,-2.375053559,3.962758071,4.38569783,5.280903891,2.020011131,2.966697462,1.856055745,2.918872342,6.628227404,0.016234836,-4.852449,-1.403343739,-4.693765143,1.431864711,0.92433997,-0.599367761,5.290627625,-0.161769579,0.588047454,-4.686206322,-2.40712992,3.03915698,3.308193366,0.033058581,4.84834271,-0.529852037,7.975871294,1.704096981,2.085908524,0.82691851,0.431756758,0.583791669,0.165282332,3.28060508,-4.01721649,1.240475579,2.806937457,0.863942833,-11.62956666,8.942148052,3.277777642,-3.756703574,6.572901311,3.925333203,2.890046884,3.076623172,2.876269339,2.782477446,1.871251011,-5.039520983,5.312506379,0.954242148,-0.491968685,-3.164294512,2.642855898,2.2937127,0.024301604,-5.683867848,-12.72714994,-4.088109879,1.698385377,-0.034201477,1.134793736,0.998988162,-0.152879383,4.662430437,1.719951773,0.100357015,2.943737722,4.426454226,0.023891183,1.694189022,-1.410646877,-3.298144484,-1.043402022,0.538390259,1.398519576,0.929315851,0.354722554,-3.562621539,2.968992305,3.782360163,7.361128693
AD058,-8.902814115,-3.31389789,1.433993065,5.131866215,8.537954282,3.865276393,-8.018075264,2.006381893,2.438993023,-2.312157223,-0.286152597,-6.527153806,0.367092007,1.354609241,2.2797736,-5.171449716,1.254018697,2.536811721,5.168667262,-0.529153539,-5.541634136,8.808415601,0.206430915,0.330081077,1.950999688,0.11147334,2.332528073,0.370575091,1.602443013,2.731410309,1.22624752,5.599584295,0.976664262,2.205605526,3.048409082,0.261065378,3.437796403,3.754269431,2.694719249,0.860050078,-3.181879753,2.417467436,2.113184038,2.714744915,-3.306409258,3.566242396,-4.493891139,3.078810721,1.95145739,3.805540963,1.056755782,-0.692410672,-1.755689745,1.435006496,-2.069673569,-4.3309342,3.21419222,1.620887266,2.751058965,1.462903777,2.268019512,-1.364177064,1.623103244,-1.348598249,0.742306964,2.309966251,-0.08982665,0.11995804,-2.343916455,-3.490570811,3.303353018,1.209365155,-4.366806381,4.302929535,4.720001829,2.516676561,2.026295997,-3.236256686,-0.478635331,1.642473249,-2.518980102,2.992363712,-2.039343254,-2.49916106,3.846429136,4.652720612,3.907291347,1.886405196,2.41139865,1.231275929,2.571519431,6.955215233,-0.377039448,-4.408207939,-1.318006016,-4.643180076,1.273074631,0.941345332,0.311956792,6.123889611,-0.140175532,0.949067349,-5.579935764,-1.897972511,3.263586989,3.691018783,0.846617815,4.537212701,-0.368845071,7.438250665,2.065658124,1.889298203,0.810927519,0.812301957,0.675500009,0.833008516,2.996214348,-4.584070745,1.278811178,2.952857449,1.4469114,-12.397145,10.82992039,3.609669202,-3.071082351,7.158134574,3.963030508,2.658878043,2.673905496,3.34018104,2.634973009,1.994018815,-4.274418433,5.67485431,0.799929679,-0.489281682,-3.163560305,2.594517458,2.135681171,-0.098112863,-5.549813565,-10.96091424,-4.390769013,1.48856961,0.054846105,1.199916072,1.423033091,-0.111864712,3.08557091,0.986450218,-0.006560686,2.662483492,4.145086771,0.289749402,1.978954534,1.176383243,-3.385428188,-0.828993714,0.277958356,1.55285055,0.442924746,0.62662968,-3.891319002,2.756744556,3.31862417,6.591612351
AD147,-8.057595082,-3.309770308,1.185446588,5.626695937,8.30247052,3.729257609,-8.233829413,1.840131573,2.115326768,-2.164850257,0.438823264,-7.232625208,0.47784098,1.495045916,2.462415288,-4.770474958,1.817162464,2.251747233,4.664783633,-0.832110228,-5.680476019,9.77885378,0.400607799,1.580003217,2.219185994,0.548956611,2.240708422,0.406729715,1.46369243,3.28502057,1.614951657,5.480854719,0.804725412,2.073996308,3.227725285,0.454615277,3.465848835,3.171036419,3.010855279,0.736412295,-2.96037769,2.373143337,2.315610979,1.730004516,-3.105498373,3.717396686,-5.076468959,2.514749568,1.75412846,3.497617605,1.720227946,-0.465714484,-1.382833602,1.421929338,-2.090856017,-4.785939605,2.942660313,1.753498527,2.892770888,1.213704192,1.916004229,-1.230509462,1.444178976,-1.574081281,0.784735912,1.791740085,0.965883814,0.210586857,-2.210221723,-2.43061327,2.954143559,0.842446182,-4.109161723,4.468623454,4.287789737,2.689354232,1.624813192,-3.152528744,-0.47205943,1.747847218,-2.313915383,2.937983861,-1.973836316,-2.327643246,3.444880614,4.167715124,3.38959258,2.258936584,1.786865006,1.596014842,3.180129882,7.582204716,-0.07006252,-4.495707645,-1.508942257,-4.559808426,1.49052174,1.193316974,0.447592263,5.506924378,-0.350185731,1.165060955,-4.4613497,-2.169776729,2.968563722,3.613842037,0.305440179,4.893610596,-0.102333612,7.131945077,1.804988243,1.96176858,0.917977507,0.181840976,0.620068624,0.419991734,2.912044808,-3.517226317,1.456572321,2.798550011,0.743054819,-11.54169228,9.275168763,3.217210159,-3.609892754,6.886088572,3.708603579,2.772750845,2.530780753,3.271593265,1.451952722,1.92819231,-3.631043932,5.369898988,0.743275932,-0.316368539,-3.058732118,2.721326682,2.090689968,0.160394527,-6.032213205,-11.44675316,-4.220739318,1.814235584,-0.318790888,1.041710297,1.610463378,-0.101882185,3.602623927,1.813554754,0.446551927,2.950370659,3.771986129,0.116374832,2.850500887,0.084368538,-2.828309779,-1.187670835,0.213301333,1.621423558,0.187605607,0.609098834,-3.686183814,2.403468644,2.971495875,6.533418394
AD212,-9.140404277,-3.077395037,1.16057005,5.240525811,8.702113331,3.703738177,-8.11866993,1.669782697,2.202872163,-2.10702913,-0.164895351,-7.118654216,0.288272894,1.482253849,2.596999036,-4.732051282,1.646904921,2.685441357,5.118212776,-0.684007881,-5.547083366,8.814403615,-0.158668023,-0.153958446,3.478023091,0.532921316,2.334008235,0.242706805,1.532151463,2.962958686,1.426772666,5.352098025,0.888800079,2.040666389,3.187477249,0.415171873,4.096147656,3.404442163,2.645141888,1.09737693,-3.454512629,2.069938832,2.173724131,2.237139496,-3.150947767,3.648129517,-4.505336503,2.774603176,1.901138391,3.85657363,0.823608119,-0.53901791,-1.672995519,1.50291071,-2.073869776,-4.416154409,2.777135816,1.886535474,2.601149712,1.337170581,2.117286339,-1.482487364,1.739698986,-1.393158509,0.474785501,1.550816755,0.200935206,-0.25619121,-1.902148384,-3.811713402,3.216562501,1.065174634,-4.313382887,4.409771914,4.457612953,2.551176273,1.178882903,-3.74647021,-0.671682569,1.203327041,-2.520200093,2.938060686,-1.988560104,-2.661699404,4.3311895,3.946586183,4.310347929,1.845730008,2.016253347,1.175714936,2.894089933,6.909376967,0.243504035,-4.697775012,-1.421856658,-4.76992937,1.237388748,1.322787282,0.276476132,5.568432022,1.144813786,0.999385001,-4.690298322,-2.27029384,3.110882076,3.462879612,0.43480604,4.511827411,-0.630904192,8.030221308,1.371489979,1.7719341,0.780901918,1.241372976,0.866994458,0.170988726,2.771286483,-5.158340539,1.189809578,2.959821661,0.969359222,-12.8750038,8.698762881,2.94431266,-3.563811685,6.377474031,4.08053574,2.952286631,2.89723065,2.800323263,2.2345993,1.833870389,-4.179761118,5.055219629,1.398885821,-0.421780141,-2.857762163,2.359650886,2.284089559,0.307604139,-5.835506383,-11.93810988,-5.271780913,1.815829478,-0.464545867,1.049398859,1.41695257,0.117519734,3.31231802,1.344985691,0.108169447,2.627959041,3.894674557,0.355580994,1.36551838,-1.231628097,-3.199682447,-1.089460128,-0.033765571,1.260155444,2.352114573,-0.035171427,-3.745871559,2.748871213,3.158838797,6.622988409
AD233,-8.451004863,-3.754829135,1.603207959,5.098283191,7.906475369,4.22985815,-7.693502893,1.804533641,2.560357842,-2.448361416,0.192157533,-7.79015439,0.331809122,1.356200231,2.472654825,-4.797564289,1.801147835,2.329563206,4.108444381,-0.70790081,-5.344196053,8.713631762,0.264887534,-0.475067137,2.438916857,0.249003124,2.218255507,0.426489873,1.663936738,2.935931393,1.182400622,5.826261697,1.289720124,2.160134042,3.134070588,0.878147851,3.973289009,3.617237387,3.025893179,0.732352761,-3.300089351,2.632283383,2.454720058,2.639946369,-3.060501653,4.385676007,-3.769499025,3.589487407,1.989729915,3.883078142,0.886478127,-0.394071318,-1.595091199,1.695098506,-2.259955501,-4.515277588,3.235159504,1.982800389,2.900765919,1.072971326,1.574905561,-1.484672764,1.661975506,-1.094988742,0.921386773,1.520884559,0.428233614,-0.365676755,-2.434401568,-4.716633861,3.171787302,0.988167256,-3.739968087,5.05237576,4.951251503,2.471408458,1.46204451,-2.945267606,-1.162593547,1.514162184,-2.508225451,3.19072652,-1.854203801,-2.764050752,3.764325758,4.283197631,4.374712192,1.573226852,1.530350604,1.247202629,2.980361058,6.704283719,0.297023052,-4.702752963,-1.643789818,-4.753011001,1.754689288,0.430663479,-0.25771275,5.984327113,-0.130733795,1.258035423,-5.070339096,-1.5647039,3.557606662,3.119129509,0.457293549,5.127462931,-0.026909243,7.243448864,1.911395461,1.474173008,1.034804081,0.815065044,0.490952477,0.120896829,3.457189019,-4.709571992,1.279509547,2.8265082,1.679466093,-12.43321871,9.591635859,3.055306341,-2.961878061,6.269780138,3.542303056,3.005119907,2.691522634,3.372315705,2.262011316,1.7641983,-4.135328041,5.209940562,0.69401959,-0.183532703,-3.289398896,2.640522079,2.381753524,0.13509668,-6.000841593,-11.18834238,-4.411187974,2.09211088,-0.315518028,1.231900294,1.688915192,-0.290689285,3.311850635,1.047240946,0.026128914,2.672655727,3.917674443,0.257753484,1.200909944,1.482640669,-3.086856938,-0.979589146,-0.273624112,1.389396579,0.955311567,0.239713467,-3.4191224,2.507685243,3.839060355,6.666729243
AD272,-7.970944932,-3.590703851,1.540454574,5.613277921,8.321013931,3.867658974,-7.520555328,1.931288735,2.265726869,-2.153461265,0.063865265,-6.447436152,0.427251466,1.534893826,2.030892128,-4.663183974,1.789258682,2.609351334,4.938009572,-0.578518757,-5.423927132,8.691172457,0.375429573,0.596957643,2.254614452,0.198247392,2.182335897,0.349595332,1.55745691,2.887390015,1.301196705,6.280216333,1.104699759,2.30663174,3.392072028,0.506954779,3.510791246,3.629384819,2.983269295,0.643071648,-3.697129841,2.543595411,2.34492566,2.95045295,-3.173158355,3.727876494,-5.033910065,3.161069313,1.773147406,3.855169488,1.174632476,-0.53600781,-1.750639606,1.418454622,-2.132701801,-4.676705301,2.974812858,1.805041311,2.974064918,1.489038886,1.767212706,-1.599376004,1.738299905,-1.229426936,0.705672932,1.713002416,0.19448066,-0.005834762,-2.534008287,-4.184303405,3.042575185,1.046423731,-4.008399878,4.758599237,4.518419114,2.503087189,1.568927635,-3.072900604,-0.89525831,1.76042322,-2.368477117,3.184493011,-2.240198857,-2.60249261,3.942136803,4.19275691,4.347589889,2.148467486,2.43908419,1.253299309,3.205127368,7.257569837,0.599862852,-4.55669327,-1.388573107,-4.647654092,1.512579556,0.800393729,0.504554705,5.679238497,-0.236350379,1.267848015,-5.298906339,-2.355323352,3.239007123,3.355674199,0.448369514,4.628719792,-0.202820749,7.717350543,1.856768156,1.659705029,1.015316994,0.695743289,0.595412379,0.721838025,3.039574747,-5.288284288,1.243061606,2.949790137,1.103386318,-11.46285583,10.13668516,3.009041043,-3.232174676,6.913036818,3.992986576,2.877591038,2.902000943,3.31999615,1.873384606,1.834624821,-4.616426279,5.436850796,0.880088256,-0.350868395,-2.692086775,2.885820746,2.276784778,-0.190970689,-5.376386534,-11.51106092,-4.684321477,1.583435539,0.349087526,1.322117077,1.73706839,-0.115210131,3.485699011,1.039565115,0.221706478,3.275224564,4.203845058,0.454699761,1.252960218,0.728974396,-3.261750941,-1.606319918,0.022680116,1.253707384,0.680862661,0.157440221,-3.793692919,2.887332175,3.560362593,6.793342819
AD197,-9.068306205,-3.139506417,1.333538933,5.630484837,8.881358486,3.806147153,-7.763141935,1.526544551,2.401783359,-2.123717112,-0.538527135,-7.78504592,0.291455592,1.696743543,2.832413884,-5.17147096,1.037724359,2.156928497,4.194009231,-0.598274724,-5.822591798,8.633153702,0.232907125,0.689401493,2.226218187,0.374302948,2.239152073,0.233412496,1.812883645,2.887039,0.862649786,5.315884469,0.495352091,1.635478703,3.140942778,0.22074777,3.873010946,3.555489078,2.688873563,0.742706219,-3.115940298,1.956121633,2.207849557,2.185269008,-3.217358279,3.348518321,-3.699835224,3.249757253,2.166654394,3.940198689,0.813867724,-0.691843224,-1.495662508,1.604329232,-2.31017701,-4.542251852,2.90754075,2.166252385,2.783480187,1.261223402,2.320077081,-1.214720942,1.661350709,-0.990456006,1.022264579,1.820750786,0.081325055,-0.242023855,-2.302581254,-2.915747232,3.082903973,0.87651794,-4.54526756,4.467201014,4.05011862,2.41905853,1.750324634,-3.072405006,-1.134170199,1.440345715,-2.531150236,2.871599624,-1.99230413,-2.627104965,4.130580883,4.631435297,3.949594981,1.467684823,1.891182336,1.680682517,3.052883791,6.827308896,0.072726223,-5.252013545,-2.097968086,-4.828049474,1.494398299,1.098394505,-0.091087697,6.00936212,-0.357594691,0.91151505,-4.627815994,-1.965335947,2.42597553,3.398195243,0.491071126,4.886450331,-0.244650951,7.66936969,1.852016559,1.10802769,0.295765011,1.041118011,0.748180882,-0.173573992,2.627162251,-2.755044853,1.310446355,2.587353027,1.280351015,-10.83676289,9.679013499,3.558309483,-3.729151039,7.482147339,4.192774476,2.8651821,2.742580803,3.180986865,2.718678072,1.74024646,-4.04631976,5.332876165,0.823053348,-0.45098321,-2.486325889,2.392773149,1.771528705,-0.286605984,-5.984587951,-11.24060741,-4.075947515,2.221263759,0.414550157,0.914330703,0.872678357,-0.396723498,3.596663551,1.50621814,0.390619015,2.637747128,3.974943861,0.411330731,1.199815864,-0.128099052,-2.951362974,-0.917250987,0.057666426,1.183867318,1.181440756,-0.29634149,-4.04467476,2.53827166,2.842303199,7.282356999
AD342,-7.725332557,-3.237397941,1.124944084,5.286315239,8.667007267,3.551929718,-8.039557111,1.809201402,2.184508001,-2.072482456,0.104152453,-7.469988322,0.43746624,1.392077253,2.324834557,-4.681657627,1.427382165,2.3442758,4.781033054,-0.686860002,-5.311723747,9.195466142,-0.006636713,-0.06534246,2.795737724,0.266408446,2.355166517,0.458736,1.406558034,2.751223489,1.413847074,5.29062595,1.071450876,2.280558907,3.025063093,0.611397037,3.455505812,3.566127905,2.952887063,1.230442052,-3.195589726,2.753687972,2.310291534,2.341744786,-2.944718288,3.609728795,-4.678481741,2.974623316,1.773645872,3.771582563,0.906978504,-0.082556997,-1.668964798,1.545167444,-2.037354535,-4.404684208,3.005850947,1.657008991,2.651368539,1.213974293,2.19420808,-1.382091666,1.474976006,-1.435875018,0.785214501,1.843005543,0.128049326,-0.083725037,-2.445703085,-3.837447329,3.482788087,0.87504023,-4.051400695,4.633188282,4.592634301,2.641256695,1.949740549,-3.538667974,-0.455442075,1.526347637,-2.564669488,3.11873735,-1.748809268,-2.248863025,3.915547839,4.38230596,3.850707673,1.98317441,2.148639518,1.564041336,2.723529847,6.60096001,0.995529937,-4.657814472,-1.16423121,-4.667388363,1.578612552,0.876177532,0.424940169,5.704755632,-0.183018949,1.370573029,-5.030069709,-2.112603919,3.596030757,3.377157977,0.835747125,4.747967509,-0.132481725,7.308431217,1.353200732,1.683362313,0.96395179,1.144467692,0.478929938,0.246601808,3.268159254,-3.962183319,1.301542104,2.937810631,1.024934495,-12.65797954,9.396278783,3.554137076,-3.252964246,6.398641207,3.744931351,2.931700133,2.784655897,3.265029226,1.9473622,1.924152177,-4.022610647,5.37464492,1.132730497,-0.401507921,-3.281904676,2.776574388,2.537241814,0.203373153,-5.869524922,-11.67599704,-4.162122965,1.544128887,-0.486822824,1.027052592,1.772145027,-0.185897219,3.976515796,1.590128419,0.099208519,2.881925669,3.809773998,-0.067610542,1.936655952,-1.115742514,-2.991219288,-1.370432983,0.326020434,1.780660281,0.512199647,0.536460585,-3.696993792,2.897096704,3.029289985,6.61158383
AD470,-8.655436201,-3.471515074,0.493081867,5.46841855,8.334252359,3.562621692,-7.67596991,1.47079003,2.254178232,-2.287407881,0.215366173,-7.301722482,0.618550997,1.587779306,2.768589258,-4.848791051,1.651773351,2.60804939,4.07704235,-0.696528566,-5.378134406,8.687451472,0.393081399,-1.137569995,3.285982377,-0.065222514,2.258571033,0.590252829,1.399536997,3.051766591,1.258916462,5.741024951,0.77202387,2.088127869,3.301401587,0.624583122,3.492831656,3.250619143,2.945286798,0.916732514,-3.451762416,2.508505243,2.573162803,2.472807135,-3.535115857,3.409093246,-3.992725894,2.851072628,1.938272881,3.454777868,0.88956797,-0.269420152,-1.713590087,1.215713534,-2.062014054,-4.265544798,3.36377197,2.052954236,2.713128397,1.292333042,2.221288325,-1.262279637,1.663011445,-1.592826943,0.773339991,1.768632764,0.614213892,0.361868704,-2.020541975,-2.754733114,3.152531412,1.300500849,-4.067818109,4.040872358,4.749694351,2.467363765,1.732220976,-3.207818063,-0.138244288,1.631298408,-2.355470417,2.867515356,-2.10874804,-2.513676213,3.576938958,3.998255371,3.153989665,1.705889149,2.606989167,1.206565009,2.705466301,6.400639088,0.478085486,-4.653090468,-1.657425481,-4.424496321,1.161707537,0.867815732,-0.178651672,6.174572693,-0.099240468,1.031148768,-4.622285554,-2.566540864,3.220661164,3.727511556,0.791156258,5.044626348,-0.307263745,7.108046795,1.769886387,2.212575068,0.848278661,0.354731594,1.10514723,0.423956128,3.121899943,-5.109686841,1.319094646,2.687631055,1.671968709,-11.87015875,9.995203907,3.544949172,-3.124996661,6.006398909,3.633309776,3.010455484,2.67598962,3.216920308,1.997064482,1.772138673,-4.946615973,5.461664452,1.403819936,0.051408671,-3.595203555,2.685389954,2.350065671,0.221432646,-5.878374894,-10.54393815,-4.598824432,1.983006293,-0.286413314,1.164188129,1.913846746,0.043149864,3.593439533,1.539031919,0.052278003,2.637184515,4.50688005,-0.419668307,0.458091244,-1.410399574,-3.234264196,-1.485550015,0.088015076,1.355270904,1.628154486,0.484075357,-3.539993146,2.270703431,3.745588033,7.219138759
